borrow_amount,bor_income,free_cash_flow,fico,coverage,leverage,age,is_undergrad,decline_reasons,status,booked
16508.51722,67788.72845,4616.843294,825.4502992,3.17344865,0.551511624,32.23618046,TRUE,[''],APPROVED,0
33776.89143,63517.83791,3478.183368,763.7967364,2.333007968,0.281713895,24.43375212,TRUE,[''],APPROVED,0
65119.74811,39218.46983,1138.344412,675.8974963,2.489676614,2.224154625,22.87174088,FALSE,['MIN_FCF'],DECLINED,0
206319.4923,141169.6175,6576.498036,770.2241961,2.992454796,1.636791703,27.87846583,FALSE,[''],APPROVED,0
133334.9359,83474.65383,1958.247434,649.0054575,0.660952284,3.085105375,41.7854789,TRUE,"['CHARGEOFFS_EXCEED_MAX', 'MIN_FICO', 'PRIOR_STUDENT_LOAN_DEFAULT', 'RECENT_BANKRUPTCY', 'MIN_FCF', 'MIN_CB_RATIO']",DECLINED,0
99131.86989,131490.9891,4636.318135,761.4710119,3.105142244,0.201355084,25.276818,FALSE,[''],APPROVED,0
48023.75912,162103.3797,7216.142643,783.9803342,2.336237063,2.557747347,35.67777474,FALSE,[''],APPROVED,0
53214.00507,134081.8152,5512.794543,782.8856474,2.778619069,0.935505484,54.39897773,TRUE,[''],APPROVED,0
45037.59798,35032.82103,2135.304668,747.3890913,2.83234251,3.246027109,26.80833217,TRUE,[''],APPROVED,0
62269.85234,85200.02698,1835.54251,834.3239268,1.037451464,6.026901319,34.74092797,FALSE,['MAX_LEVERAGE'],DECLINED,0
63248.7368,98826.55159,2302.113197,695.228278,0.897209372,2.854847673,47.81849694,TRUE,"['MIN_FCF', 'MIN_CB_RATIO']",DECLINED,0
90589.65107,70688.1449,3866.20666,615.5056312,3.368962436,1.041280698,53.16559381,TRUE,"['CHARGEOFFS_EXCEED_MAX', 'MIN_FICO']",DECLINED,0
45486.2212,66129.06481,2050.578033,781.6795748,2.666591824,0.92710972,26.1232106,FALSE,[''],APPROVED,0
30438.02056,76886.80849,1783.612384,771.7803979,2.205574907,1.061173026,29.15102032,FALSE,[''],APPROVED,0
26258.08719,19627.73711,597.6681653,730.7471858,1.569591054,1.28246735,21.53716672,FALSE,['MIN_FCF'],DECLINED,0
63458.74202,151633.2672,4850.598776,799.0394187,2.487681938,1.780276779,27.75257591,FALSE,[''],APPROVED,1
77176.20308,42191.88046,1547.430912,717.4649352,2.698234233,2.167380511,25.14117576,TRUE,[''],APPROVED,0
53300.62023,55325.67092,1458.570966,778.3622326,2.163710519,0.692649628,26.9260273,TRUE,[''],APPROVED,0
15624.01629,25094.54943,1656.599646,818.3774775,1.19659428,3.051165476,31.40158635,FALSE,['MIN_FCF'],DECLINED,0
86196.04797,82633.03697,1400.730907,664.7810462,2.360972995,1.788847715,33.64239042,TRUE,['MIN_CB_RATIO'],DECLINED,0
91307.94452,45442.87681,-1348.985185,794.822504,0.388910674,6.641749904,24.74362031,FALSE,"['MAX_LEVERAGE', 'MIN_FCF', 'MIN_CB_RATIO', 'MIN_COVERAGE']",DECLINED,0
174488.2641,252588.881,7448.437379,769.454227,2.105002118,3.457058604,36.24644999,FALSE,[''],APPROVED,0
70821.06577,45690.42015,1895.107431,797.3452161,2.021482007,2.573385906,46.93633459,FALSE,[''],APPROVED,0
9282.735231,40534.44623,1659.076578,738.2350339,1.883158787,0.548277139,24.18703,FALSE,[''],APPROVED,0
51678.69421,60233.52755,1649.105927,755.6679977,1.6572082,2.049909504,35.46855773,FALSE,['MIN_FCF'],DECLINED,0
130514.5706,160988.0521,5223.409965,643.7345278,2.676256657,2.348974033,35.057248,FALSE,['MIN_FICO'],DECLINED,0
79296.93836,110341.6904,5822.185823,736.5770348,2.553148831,2.598826989,59.61427485,FALSE,[''],APPROVED,0
61625.13854,73946.37044,3412.470654,631.6310543,2.340778562,1.051686131,44.79999154,TRUE,"['MIN_FICO', 'RECENT_BANKRUPTCY']",DECLINED,0
63257.57732,44813.78032,1599.054227,584.0433603,1.381264979,1.451363711,43.55620111,FALSE,"['MIN_FICO', 'MIN_CB_RATIO']",DECLINED,0
246488.5344,139610.5303,4581.989987,753.2382289,2.816890037,2.047090172,31.79423296,TRUE,[''],APPROVED,1
17381.5102,48908.7807,220.7918169,723.0759798,0.726705222,5.378490017,47.25153621,FALSE,"['MAX_LEVERAGE', 'MIN_FCF', 'MIN_COVERAGE']",DECLINED,0
25641.67698,62212.70941,2769.702575,704.1667582,2.900801424,0.622303373,29.22556889,TRUE,[''],APPROVED,0
103086.4553,45269.65159,567.8236833,736.6770958,1.116404365,1.676846401,22.93294764,FALSE,['MIN_FCF'],DECLINED,0
73380.90391,78713.28116,2994.72559,755.1368149,2.240424966,2.246921057,31.70019108,TRUE,[''],APPROVED,0
84590.08723,60576.19604,624.3783785,739.5425077,0.709293293,3.153166888,32.47702211,FALSE,"['MIN_FCF', 'MIN_CB_RATIO', 'MIN_COVERAGE']",DECLINED,0
65060.73924,111618.9456,3621.301657,791.4399924,1.82725805,3.618194388,33.38315158,FALSE,[''],APPROVED,1
36742.2774,73168.9715,3415.532185,698.8865185,2.767259755,0.426950668,28.74685142,TRUE,[''],APPROVED,0
133679.984,77240.43363,3143.262454,644.6410911,1.306476074,2.213318305,51.4358223,TRUE,"['MIN_FICO', 'RECENT_BANKRUPTCY', 'MIN_CB_RATIO']",DECLINED,0
71903.82038,99354.16741,2735.415798,838.8786202,2.796493687,4.016214458,31.74758873,TRUE,[''],APPROVED,0
104889.2806,217017.5826,6060.305504,810.9971464,1.232270299,2.222469287,47.02111819,FALSE,[''],APPROVED,0
75346.1393,30351.50676,2827.984,782.2946338,1.790093143,1.448934598,26.73035009,FALSE,[''],APPROVED,0
105079.2133,52949.41095,1748.502831,637.196269,1.310665408,2.109785776,22.23007147,TRUE,"['DELINQUENCIES_EXCEED_MAX', 'MIN_FICO', 'MIN_FCF', 'MIN_CB_RATIO']",DECLINED,0
60342.43584,44551.73668,2269.94645,705.9159535,2.312702012,0.798547367,25.39181242,FALSE,[''],APPROVED,0
45447.93197,85988.03999,720.7771636,743.6195577,0.33250196,6.724780237,32.36448936,TRUE,"['MAX_LEVERAGE', 'MIN_FCF', 'MIN_COVERAGE']",DECLINED,0
39910.47439,61796.84212,3229.306506,760.2335086,3.190159651,1.518477606,26.19444054,TRUE,[''],APPROVED,1
65460.40409,89023.32962,2400.54623,717.4095604,1.019779603,5.002917436,42.16770822,TRUE,['MAX_LEVERAGE'],DECLINED,0
119271.9598,63963.76719,-35.94606209,724.7355789,0.903754096,0.42048688,22.81731753,TRUE,"['MIN_FCF', 'MIN_CB_RATIO', 'MIN_COVERAGE']",DECLINED,0
3161.916463,-182.5924531,710.6136447,732.5478836,1.239244631,-0.092148669,20.75482013,TRUE,"['MIN_CREDIT_HISTORY', 'MIN_FCF']",DECLINED,0
47493.37624,75029.29282,3375.395907,793.8108277,2.58036581,1.240414092,31.95979414,FALSE,[''],APPROVED,0
36213.34322,49435.06989,1807.449207,817.5539566,0.8545022,3.349931362,52.33938757,FALSE,['MIN_FCF'],DECLINED,0
99692.72843,169756.7522,5970.935483,579.7868011,3.634262959,0.584578723,52.72848633,FALSE,"['CHARGEOFFS_EXCEED_MAX', 'MIN_FICO', 'MIN_CB_RATIO']",DECLINED,0
65778.5837,93264.48437,2485.414394,743.8079094,0.977439613,0.956289707,39.04643237,FALSE,[''],APPROVED,0
62910.14667,3445.488357,-1626.484211,723.8556704,1.449309789,5.575291171,23.16906192,TRUE,"['MAX_LEVERAGE', 'MIN_FCF', 'MIN_CB_RATIO', 'MIN_COVERAGE']",DECLINED,0
34519.1508,185357.6892,7607.728097,585.3364933,4.232999308,0.204773645,56.90889801,TRUE,"['MIN_FICO', 'RECENT_BANKRUPTCY']",DECLINED,0
76595.7765,355373.0692,15687.95318,817.7260245,3.458742868,1.476391819,38.26394754,FALSE,[''],APPROVED,1
11973.23564,77841.6774,3155.271529,797.5758965,2.098413151,3.690142975,,FALSE,[''],APPROVED,0
12941.88815,53594.0468,2834.134587,772.6544674,3.096255099,0.410044808,28.13050358,TRUE,[''],APPROVED,0
35657.93253,91730.30577,3878.586873,758.4578092,6.230998765,0.660874529,52.19348202,FALSE,[''],APPROVED,0
20942.55999,8768.430916,-58.0552402,486.1773571,0.352047358,0.109547477,47.97713472,TRUE,"['DELINQUENCIES_EXCEED_MAX', 'MIN_CREDIT_HISTORY', 'MIN_FICO', 'MIN_FCF', 'MIN_CB_RATIO', 'MIN_COVERAGE']",DECLINED,0
47381.01342,46000.53988,-589.1247999,666.9944612,-0.062151211,9.536216299,67.48077525,FALSE,"['CHARGEOFFS_EXCEED_MAX', 'MAX_LEVERAGE', 'MIN_FCF', 'MIN_CB_RATIO', 'MIN_COVERAGE']",DECLINED,0
51001.71691,48368.04974,2243.607677,687.7593192,2.231370272,0.887855943,57.1019503,FALSE,[''],APPROVED,0
56242.49127,52436.80266,1356.339555,688.0183805,0.9089483,1.313463336,26.59020891,FALSE,[''],APPROVED,0
46378.44682,62650.15009,2007.129863,764.9088331,2.603257745,3.444097471,29.09530972,TRUE,[''],APPROVED,0
22531.25167,104591.8019,-337.0117685,3.67578933,-0.21168567,0.070806913,33.01581169,FALSE,['FROZEN_BUREAU'],DECLINED,0
47214.60483,71062.00036,2781.054415,817.7558615,2.933290447,1.069896143,27.95654594,FALSE,[''],APPROVED,0
37790.21783,128274.6727,5591.879448,738.9894411,2.053129674,2.113769865,36.07513276,FALSE,[''],APPROVED,1
18016.67323,82130.24785,1936.078843,761.9877609,1.844228168,3.76532154,30.3732714,TRUE,[''],APPROVED,0
160898.8594,90637.93181,1776.151304,684.0284036,1.84352646,1.690848003,49.24804818,FALSE,"['MIN_FCF', 'MIN_CB_RATIO']",DECLINED,0
276014.4611,253054.1933,10913.30446,760.2623063,3.790833394,1.151897487,35.80421355,FALSE,[''],APPROVED,0
88558.89123,34622.14302,1888.898025,803.1520782,1.753254724,1.906626272,42.24590963,FALSE,['MIN_FCF'],DECLINED,0
7728.577126,159713.4617,4120.514406,751.0663143,0.889147347,3.040144274,65.69093547,FALSE,[''],APPROVED,0
62519.72337,64512.5183,1766.489259,779.5513521,2.042127926,1.820484806,30.97691912,FALSE,[''],APPROVED,0
60833.03218,52199.82228,-231.4064853,510.5295152,1.885843009,4.16300266,27.85843559,TRUE,"['CHARGEOFFS_EXCEED_MAX', 'DELINQUENCIES_EXCEED_MAX', 'MIN_FICO', 'MIN_FCF', 'MIN_CB_RATIO', 'MIN_COVERAGE']",DECLINED,0
2363.763351,68258.70134,2275.977919,776.2900716,2.803938997,0.875905184,29.93635697,TRUE,[''],APPROVED,0
13046.10062,52974.38768,2281.166035,698.1466707,1.72005369,0.784206283,26.31091584,TRUE,[''],APPROVED,0
161460.7017,91754.59249,3430.086095,777.1305161,1.262219606,1.513547607,32.45346461,FALSE,[''],APPROVED,0
39388.30273,130253.9403,3028.112528,737.9969131,1.309447774,1.978760277,28.46951876,FALSE,[''],APPROVED,0
74616.21825,83162.0387,550.3496009,804.6698343,0.893854127,5.746343336,30.265847,FALSE,"['MAX_LEVERAGE', 'MIN_FCF']",DECLINED,0
21298.36979,174441.1681,6655.41986,792.7878577,4.235819068,1.512072202,28.89150008,TRUE,[''],APPROVED,0
23689.81113,118275.5632,5406.146454,804.4309749,4.439979299,0.006539128,30.90300547,FALSE,[''],APPROVED,0
63157.32107,246045.5713,10846.4971,767.6598052,4.433376078,1.509421691,36.03906696,FALSE,[''],APPROVED,0
7330.559614,35869.76148,2033.806151,568.8562503,2.508084653,0.50270843,21.01481234,TRUE,"['CHARGEOFFS_EXCEED_MAX', 'MIN_FICO']",DECLINED,0
18840.12423,53966.56056,916.4463052,576.5863986,2.009019334,0.835154954,52.27999896,FALSE,"['DELINQUENCIES_EXCEED_MAX', 'MIN_FICO', 'MIN_FCF']",DECLINED,0
30652.50721,48274.01635,-807.3901122,5.423319949,-0.299533227,0.013490942,,TRUE,['FROZEN_BUREAU'],DECLINED,0
84208.40611,33502.39421,346.6247962,678.3880813,1.019651147,2.528915919,24.06893828,TRUE,"['CHARGEOFFS_EXCEED_MAX', 'MIN_FCF', 'MIN_CB_RATIO']",DECLINED,0
38952.61181,95244.19316,3577.183062,839.4630236,1.392320341,5.069097399,43.23958565,FALSE,['MAX_LEVERAGE'],DECLINED,0
13751.66585,69913.15474,2750.946226,579.7730167,2.654622401,0.785360957,52.55451366,TRUE,"['CHARGEOFFS_EXCEED_MAX', 'DELINQUENCIES_EXCEED_MAX', 'MIN_FICO']",DECLINED,0
27319.77097,131223.9426,5069.44663,780.317549,3.487915547,0.202751409,30.78606376,TRUE,[''],APPROVED,0
7929.475784,158918.5706,9359.439077,776.0416805,8.803240669,0.822160016,30.43716156,FALSE,[''],APPROVED,1
238531.2288,381637.6429,13512.06148,802.8043976,2.810430826,2.730832714,34.35829147,FALSE,[''],APPROVED,0
41754.78564,68735.22661,2188.188792,825.2973228,3.127631024,1.484608404,35.60281336,FALSE,[''],APPROVED,0
30080.53663,12972.80655,215.499666,700.1595677,2.268230566,1.396179973,22.86296386,TRUE,['MIN_FCF'],DECLINED,0
74849.52982,81881.99602,2232.871783,637.7367215,0.958599802,4.006763858,34.73281278,FALSE,"['DELINQUENCIES_EXCEED_MAX', 'MIN_FICO']",DECLINED,0
240199.6157,201526.7841,7220.289417,785.7852255,2.919154051,1.109252181,30.09996042,FALSE,[''],APPROVED,0
62807.9294,58948.66216,3062.597117,745.8607481,3.497908238,0.819945262,29.38128504,FALSE,[''],APPROVED,1
49555.03517,48067.38625,1028.780878,751.2672143,1.817055472,1.724485973,24.06106429,FALSE,[''],APPROVED,0
16177.58301,59666.94331,2457.77089,727.5801663,2.810919125,3.763514662,29.64357794,FALSE,[''],APPROVED,0
41517.19541,55005.29983,1714.33812,731.4794252,1.807135903,2.03774724,25.62729436,TRUE,[''],APPROVED,0
85881.52045,33666.65865,804.0022442,791.314461,1.02254844,3.208860733,23.01882787,TRUE,"['MIN_FCF', 'MIN_CB_RATIO', 'MIN_COVERAGE']",DECLINED,0
46184.76976,43196.54043,595.7278403,-2.473250371,0.283284128,0.115753487,,TRUE,['FROZEN_BUREAU'],DECLINED,0
101530.9768,74611.78747,3327.315915,697.0192081,2.080659731,2.982010189,26.11599929,FALSE,[''],APPROVED,0
78786.29662,48880.93014,1775.185856,776.2106028,1.606755106,2.169085453,31.44294262,TRUE,[''],APPROVED,0
88176.42575,36131.26537,-1245.247342,708.4879837,0.820109756,7.564314606,25.58835516,FALSE,"['MAX_LEVERAGE', 'MIN_FCF', 'MIN_CB_RATIO', 'MIN_COVERAGE']",DECLINED,0
60176.04988,96383.36261,4823.654324,751.7383211,3.023845232,1.498606791,58.01680194,FALSE,[''],APPROVED,0
9594.371015,33361.55447,2013.890861,650.101835,2.349200255,0.55869203,26.63772167,TRUE,"['CHARGEOFFS_EXCEED_MAX', 'MIN_FICO']",DECLINED,0
110200.8585,113217.1141,5050.296264,625.1131626,2.190621866,1.035891747,40.40084447,FALSE,"['CHARGEOFFS_EXCEED_MAX', 'MIN_FICO', 'MIN_CB_RATIO']",DECLINED,0
53388.79199,42684.38664,2093.320805,724.3380966,3.505678339,1.030538659,24.38254092,FALSE,['MIN_CREDIT_HISTORY'],DECLINED,0
7419.639404,29079.46926,1951.211324,553.2389271,3.032517293,0.722678936,34.6705815,TRUE,"['CHARGEOFFS_EXCEED_MAX', 'MIN_FICO', 'PRIOR_STUDENT_LOAN_DEFAULT']",DECLINED,0
128980.4773,66714.54672,1333.900904,717.1216656,0.959335787,2.719489076,28.44242233,TRUE,"['MIN_FCF', 'MIN_CB_RATIO']",DECLINED,0
81652.048,60680.38472,-238.5464563,667.7586188,1.161333783,2.467409768,40.50164754,TRUE,"['RECENT_BANKRUPTCY', 'MIN_FCF', 'MIN_CB_RATIO', 'MIN_COVERAGE']",DECLINED,0
147893.1194,351246.2364,18063.66275,-5.537247583,11.43771645,0.08879851,33.46615959,TRUE,"['MIN_CREDIT_HISTORY', 'MIN_FICO', 'MIN_CB_RATIO']",DECLINED,0
6508.000713,87395.58952,3916.758436,733.1888664,2.208695314,-0.013169266,30.29992888,TRUE,[''],APPROVED,0
13809.90184,65405.67182,3225.36106,825.052753,3.667728912,3.243580395,71.99663736,FALSE,[''],APPROVED,0
58984.5049,110088.0236,2977.156147,663.2495545,1.860782684,1.517463299,34.84067266,FALSE,[''],APPROVED,0
65044.0842,62618.25723,1977.071873,762.453536,2.069321841,1.047079261,26.21820896,TRUE,[''],APPROVED,0
56338.55954,188222.8795,7500.961081,779.1810289,5.676885597,1.216296268,49.8698069,FALSE,[''],APPROVED,0
111161.2945,149347.351,3447.947101,759.0897705,2.632001922,1.958846553,47.4376519,TRUE,[''],APPROVED,0
32436.17251,44976.30122,821.4034251,724.5672468,1.187017734,3.02703746,39.87174898,TRUE,"['MIN_FCF', 'MIN_COVERAGE']",DECLINED,0
42373.31003,36796.0216,1941.867654,747.4196817,2.294843462,-0.00396327,27.11813206,TRUE,['MIN_CREDIT_HISTORY'],DECLINED,0
155154.422,163832.1965,6413.530545,812.7990848,2.590834262,1.375787428,24.35251212,FALSE,[''],APPROVED,0
9243.231538,40119.37985,671.8508878,756.0197044,1.003007088,0.710627464,32.11692399,FALSE,['MIN_FCF'],DECLINED,0
27600.23274,74423.72791,3213.35245,810.8155902,3.154440691,2.548216853,26.89969472,TRUE,[''],APPROVED,0
93387.57183,70175.38067,3222.919998,831.2886833,3.022113893,2.763512092,35.99188193,FALSE,[''],APPROVED,1
30601.7289,39761.3358,2729.558787,811.530726,1.260439041,4.33863834,32.0162203,TRUE,[''],APPROVED,0
40404.1801,38427.41398,1262.831431,705.6249474,1.130113972,2.99949022,23.35100143,TRUE,['MIN_FCF'],DECLINED,0
58661.21882,217546.1246,9678.326924,682.9442433,3.738240301,1.862739826,36.76905722,FALSE,['PRIOR_STUDENT_LOAN_DEFAULT'],DECLINED,0
58198.08049,101856.5602,1917.286777,692.4767909,2.207215658,1.936160701,41.9992034,TRUE,[''],APPROVED,0
33133.73585,62229.69012,1948.479469,716.6241332,2.645935379,0.66512368,27.66374038,TRUE,[''],APPROVED,0
53720.00703,3030.474436,-508.0976152,746.6008137,1.874683352,3.389842451,27.23442601,TRUE,"['MIN_FCF', 'MIN_CB_RATIO', 'MIN_COVERAGE']",DECLINED,0
31670.54822,62326.89882,1991.045665,805.1131765,2.139394107,1.47803984,38.19421887,TRUE,['MIN_FCF'],DECLINED,0
465792.5165,201462.6553,6931.497036,747.7613209,2.499606127,2.064629631,29.79863943,FALSE,[''],APPROVED,0
57801.88809,78308.80259,2840.878953,735.1113386,2.293074048,0.578330118,22.72279407,TRUE,[''],APPROVED,0
57549.01749,45379.35475,2360.784559,795.6952999,2.461131319,1.019009382,28.70062481,FALSE,[''],APPROVED,0
80290.25534,38443.93561,1940.064064,826.0553767,1.615843792,2.76647006,31.35996661,TRUE,[''],APPROVED,0
113546.2282,43223.14273,1474.873335,562.3325616,1.238501103,2.40610047,27.74379722,TRUE,"['CHARGEOFFS_EXCEED_MAX', 'DELINQUENCIES_EXCEED_MAX', 'MIN_FICO', 'PRIOR_STUDENT_LOAN_DEFAULT', 'MIN_FCF', 'MIN_CB_RATIO']",DECLINED,0
88172.23918,71238.46195,2831.389339,756.725529,3.480955231,1.2684046,24.98908712,TRUE,[''],APPROVED,0
28719.18918,77557.18073,3220.759563,746.7934428,2.783768273,3.999809559,61.37637199,TRUE,[''],APPROVED,0
40321.42903,55563.73311,1763.332023,788.4535433,1.431488264,1.646969433,31.89102983,TRUE,[''],APPROVED,0
28692.106,40647.12104,1288.911276,673.6873585,3.058966746,1.815080227,25.82939937,TRUE,['CHARGEOFFS_EXCEED_MAX'],DECLINED,0
29086.62802,64603.45998,2484.001229,791.4923932,2.237079177,0.816661299,30.02157036,FALSE,[''],APPROVED,0
20703.96025,48880.01336,1247.36871,586.9709657,2.003819334,1.100664215,24.10858095,TRUE,"['CHARGEOFFS_EXCEED_MAX', 'MIN_FICO', 'MIN_FCF', 'MIN_CB_RATIO']",DECLINED,0
58842.93104,24588.95655,1247.156336,690.0079834,0.630338289,0.981779911,30.24893679,FALSE,"['CHARGEOFFS_EXCEED_MAX', 'MIN_FCF', 'MIN_CB_RATIO']",DECLINED,0
40687.309,81581.92653,3663.568421,706.4527087,7.273228781,-0.135361915,24.36694877,TRUE,[''],APPROVED,0
58336.12268,47319.15692,1912.73837,738.9023484,1.03868965,2.402687333,25.25909106,TRUE,[''],APPROVED,0
31371.0768,55594.25104,1619.697667,798.8862162,1.402869379,2.229834781,32.68786465,TRUE,['MIN_FCF'],DECLINED,0
6067.41703,41233.13674,1482.585277,727.964795,1.101987422,1.362031933,27.33142627,TRUE,['MIN_FCF'],DECLINED,0
126451.3631,272314.5211,10638.49152,765.1631634,2.247164157,1.952538505,36.54914379,FALSE,[''],APPROVED,0
168069.8549,90432.67035,2493.947457,807.0631378,0.977072821,4.145006169,31.32429617,FALSE,[''],APPROVED,0
203987.9703,278354.7634,10914.06674,759.6859168,2.496446912,0.839851976,33.40831633,FALSE,[''],APPROVED,0
38245.74559,74098.60663,4346.285601,833.452765,3.388973606,0.423188893,40.37384392,FALSE,[''],APPROVED,0
100370.0541,133830.5315,2614.549937,751.2089832,1.725130677,1.030282692,27.43941431,FALSE,[''],APPROVED,1
45443.27592,42424.13523,2012.540551,742.8962886,2.373735678,4.148276296,30.0207278,TRUE,[''],APPROVED,0
27711.8043,30668.7532,1177.233285,692.1041231,2.159693292,1.179999251,26.44214607,TRUE,['MIN_FCF'],DECLINED,0
18688.41433,32002.27129,1344.774822,805.1517539,0.81083606,3.910993939,36.99416497,FALSE,"['MIN_FCF', 'MIN_COVERAGE']",DECLINED,0
12096.76747,38992.75758,1505.06512,634.263547,1.067353458,4.413948048,51.48411995,TRUE,"['DELINQUENCIES_EXCEED_MAX', 'MIN_FICO']",DECLINED,0
343139.6057,239172.1902,7140.262656,690.5432621,2.560896739,1.236271173,36.00042286,TRUE,[''],APPROVED,0
96393.26242,27773.34841,710.4595583,765.0368311,1.237099611,0.194053856,21.47586297,TRUE,"['MIN_FCF', 'MIN_CB_RATIO', 'MIN_COVERAGE']",DECLINED,0
276038.1411,119514.7777,2767.362583,678.1731626,1.64160847,1.560058654,29.65820624,FALSE,['MIN_CB_RATIO'],DECLINED,0
42779.7501,58227.60543,1990.383809,735.3418517,1.491553753,0.863487084,28.36986927,FALSE,[''],APPROVED,0
17767.19908,67487.31241,2109.582994,730.1847159,2.040106761,0.844146518,26.58049607,FALSE,[''],APPROVED,0
97158.40722,207308.3345,8904.852913,826.176335,2.830181495,1.939619688,39.19661992,FALSE,[''],APPROVED,1
47027.56615,266669.1924,12830.49235,797.8671438,3.986564893,1.595109802,51.55414661,FALSE,[''],APPROVED,1
250739.6217,307050.5801,12810.13,798.8695472,3.642195473,1.798689651,29.97941091,FALSE,[''],APPROVED,1
35222.15521,108292.2318,4105.644674,802.3657221,2.600141709,3.518832386,30.32857077,FALSE,[''],APPROVED,0
22239.96513,94214.01444,3182.679007,801.791289,1.789846755,0.293457287,46.55330288,TRUE,[''],APPROVED,0
46138.22163,69733.15361,695.828901,752.1292904,1.810868054,6.754762499,39.75133534,TRUE,"['MAX_LEVERAGE', 'MIN_FCF', 'MIN_CB_RATIO', 'MIN_COVERAGE']",DECLINED,0
39581.2648,89108.96701,202.592466,688.0072922,0.600523079,2.964023682,47.89595635,FALSE,"['MIN_FCF', 'MIN_CB_RATIO', 'MIN_COVERAGE']",DECLINED,0
47638.92416,-14260.68437,-3397.297729,751.8579157,0.920868133,91.95044228,28.40445005,FALSE,"['MAX_LEVERAGE', 'MIN_FCF', 'MIN_CB_RATIO', 'MIN_COVERAGE']",DECLINED,0
-5237.492993,23893.19265,1862.747992,725.1206352,2.032744892,4.049140338,38.56381709,TRUE,['MIN_FCF'],DECLINED,0
